titulo,start_hour,end_hour,location,reference_date
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",15h45,16h05,Palácio do Planalto,2020-11-09
"Wagner Rosário, Ministro de Estado da Controladoria-Geral da União; e Damares Alves, Ministra de Estado da Mulher, da Família e dos Direitos Humanos",16h00,16h50,Palácio do Planalto,2020-11-09
Lançamento da Aliança pelo Voluntariado e Premiação Amigos da Pátria,17h00,18h00,Palácio do Planalto,2020-11-09
Deputado Vitor Hugo (PSL/GO),10h30,11h10,Palácio do Planalto,2020-11-10
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",11h10,11h40,Palácio do Planalto,2020-11-10
"Fernando Azevedo, Ministro de Estado da Defesa",11h45,13h00,Brasília/DF,2020-11-10
"Milton Ribeiro, Ministro de Estado da Educação",14h00,14h50,Palácio do Planalto,2020-11-10
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h00,15h30,Palácio do Planalto,2020-11-10
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",15h30,15h45,Palácio do Planalto,2020-11-10
Cerimônia de Lançamento da Retomada do Turismo,16h00,17h00,Palácio do Planalto,2020-11-10
"Célio Faria Júnior, Chefe do Gabinete Pessoal do Presidente da República; e Carlos Alberto Franco França, Assessor-Chefe da Assessoria Especial do Presidente da República",10h00,10h30,Palácio do Planalto,2020-11-11
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",11h00,11h30,Palácio do Planalto,2020-11-11
"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e José Levi Mello do Amaral Júnior, Advogado-Geral da União",11h30,12h00,Palácio do Planalto,2020-11-11
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e estudantes do curso de Política Estratégia e Alta Administração do Exército (CPEAEx)",14h15,15h25,Palácio do Planalto,2020-11-11
"Bento Albuquerque, Ministro de Estado de Minas e Energia",15h30,16h00,Palácio do Planalto,2020-11-11
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",16h00,16h15,Palácio do Planalto,2020-11-11
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Ricardo Barros (PP/PR), Líder do Governo na Câmara dos Deputados",16h15,16h45,Palácio do Planalto,2020-11-11
"Marcelo Augusto Xavier da Silva, Presidente da Fundação Nacional do Índio - Funai",10h00,10h45,Palácio do Planalto,2020-11-12
"José Levi Mello do Amaral Júnior, Advogado-Geral da União",11h00,11h30,Palácio do Planalto,2020-11-12
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h00,15h30,Palácio do Planalto,2020-11-12
Cerimônia de Apresentação de Cartas Credenciais dos Novos Embaixadores,10h00,12h30,Palácio do Planalto,2020-11-13
"Fernando Azevedo, Ministro de Estado da Defesa",14h15,15h00,Palácio do Planalto,2020-11-13
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h00,15h30,Palácio do Planalto,2020-11-13
"Paulo Guedes, Ministro de Estado da Economia",15h30,16h30,Palácio do Planalto,2020-11-13
Dia da Amazônia Azul,10h00,10h50,Palácio do Planalto,2020-11-16
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",11h10,11h20,Palácio do Planalto,2020-11-16
"Paulo Guedes, Ministro de Estado da Economia",14h00,15h00,Palácio do Planalto,2020-11-16
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h00,15h45,Palácio do Planalto,2020-11-16
"Marcelo Álvaro Antônio, Ministro de Estado do Turismo",15h45,16h20,Palácio do Planalto,2020-11-16
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",16h50,17h00,Palácio do Planalto,2020-11-16
"Célio Faria Júnior, Chefe do Gabinete Pessoal do Presidente da República; e Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",17h15,18h00,Palácio do Planalto,2020-11-16
XII Cúpula de Líderes do BRICS (videoconferência),08h00,10h15,Palácio do Planalto,2020-11-17
"Milton Ribeiro, Ministro de Estado da Educação",11h00,11h45,Palácio do Planalto,2020-11-17
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; e Milton Ribeiro, Ministro de Estado da Educação",11h45,12h00,Palácio do Planalto,2020-11-17
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h00,15h30,Palácio do Planalto,2020-11-17
"Solenidade alusiva ao 54° Aniversário da Embratur e lançamento do selo comemorativo ""Embratur 54 anos""",16h00,16h30,Palácio do Planalto,2020-11-17
Partida de Brasília/DF para Flores de Goiás/GO,09h45,10h40,Base Aérea de Brasília,2020-11-18
Cerimônia de Entrega de Títulos de Propriedade Rural em Goiás,11h00,11h45,Flores de Goiás/GO,2020-11-18
Partida de Flores de Goiás/GO para Brasília/DF,12h30,14h10,Flores de Goiás/GO,2020-11-18
"Mario Frias, Secretário Especial de Cultura do Ministério do Turismo",15h30,16h00,Palácio do Planalto,2020-11-18
"Claudio Castro, Governador em exercício do estado do Rio de Janeiro",16h00,16h30,Palácio do Planalto,2020-11-18
"Bento Albuquerque, Ministro de Estado de Minas e Energia",16h40,17h10,Palácio do Planalto,2020-11-18
"Senador Fernando Bezerra Coelho (MDB/PE), Líder do Governo no Senado Federal",17h20,17h50,Palácio do Planalto,2020-11-18
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência",08h40,09h10,Palácio do Planalto,2020-11-19
"Fernando Azevedo, Ministro de Estado da Defesa",09h10,09h20,Palácio do Planalto,2020-11-19
39ª Reunião do Conselho de Governo,09h30,12h00,Palácio do Planalto,2020-11-19
Comemoração do Dia da Bandeira,12h00,12h30,Palácio do Planalto,2020-11-19
"Davi Alcolumbre, Presidente do Senado Federal",13h55,14h10,Palácio do Planalto,2020-11-19
"Pastor Silas Malafaia, Presidente do Conselho Interdenominacional de Ministros Evangélicos do Brasil (CIMEB); e Apóstolo César Augusto, Presidente da Igreja Apostólica Fonte da Vida",14h25,15h20,Palácio do Planalto,2020-11-19
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h20,15h50,Palácio do Planalto,2020-11-19
"Ernesto Araújo, Ministro de Estado das Relações Exteriores",15h55,16h50,Palácio do Planalto,2020-11-19
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",16h55,17h10,Palácio do Planalto,2020-11-19
Deputado Daniel Freitas (PSL/SC),17h10,17h30,Palácio do Planalto,2020-11-19
"Ali Abdullah Bahitham, Embaixador do Reino da Arábia Saudita",10h00,10h20,Palácio do Planalto,2020-11-20
"Damares Alves, Ministra de Estado da Mulher, da Família e dos Direitos Humanos",11h15,11h35,Palácio do Planalto,2020-11-20
"Desembargador Bernardo Garcez, Corregedor-Geral da Justiça do estado do Rio de Janeiro",14h00,15h00,Palácio do Planalto,2020-11-20
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",16h00,16h30,Palácio do Planalto,2020-11-20
"Paulo Guedes, Ministro de Estado da Economia",09h40,09h50,Palácio do Planalto,2020-11-21
Cúpula do G20 (videoconferência),10h00,11h30,Palácio do Planalto,2020-11-21
Partida de Brasília/DF para Macapá/AP,12h10,14h40,Base Aérea de Brasília,2020-11-21
Visita à Subestação Santana,15h20,15h50,Macapá/AP,2020-11-21
Visita à Subestação de Santa Rita,16h30,16h45,Macapá/AP,2020-11-21
Partida de Macapá/AP para Brasília/DF,17h20,19h40,Macapá/AP,2020-11-21
Cúpula do G20 (videoconferência),10h00,12h20,Palácio do Planalto,2020-11-22
"Onyx Lorenzoni, Ministro de Estado da Cidadania",11h00,11h40,Palácio do Planalto,2020-11-23
"Paulo Guedes, Ministro de Estado da Economia",14h20,14h40,Palácio do Planalto,2020-11-23
"Paulo Guedes, Ministro de Estado da Economia",14h40,15h20,Palácio do Planalto,2020-11-23
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento; Fábio Faria, Ministro de Estados das Comunicações; Wagner Rosário, Ministro de Estado da Controladoria-Geral da União; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",15h35,16h35,Palácio do Planalto,2020-11-23
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",16h35,16h55,Palácio do Planalto,2020-11-23
"Fábio Faria, Ministro de Estado das Comunicações; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",08h40,09h35,Palácio do Planalto,2020-11-24
"Fernando Azevedo, Ministro de Estado da Defesa",09h35,09h55,Palácio do Planalto,2020-11-24
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",09h55,10h05,Palácio do Planalto,2020-11-24
"Pastor Silas Josué de Oliveira, Presidente da Igreja Assembleia de Deus em Santo André/SP",10h05,10h35,Palácio do Planalto,2020-11-24
"Milton Ribeiro, Ministro de Estado da Educação",11h00,11h30,Palácio do Planalto,2020-11-24
"Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura",14h10,14h45,Palácio do Planalto,2020-11-24
"Fábio Faria, Ministro de Estado das Comunicações",14h45,15h00,Palácio do Planalto,2020-11-24
"Ricardo Salles, Ministro de Estado do Meio Ambiente",15h05,15h35,Palácio do Planalto,2020-11-24
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Senador Carlos Viana (PSD/MG)",15h35,16h20,Palácio do Planalto,2020-11-24
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",16h20,16h35,Palácio do Planalto,2020-11-24
Partida de Brasília/DF para São Paulo/SP,08h00,09h20,Base Aérea de Brasília,2020-11-25
Encontro com investidores promovido pelo Grupo Voto,11h00,12h00,São Paulo/SP,2020-11-25
Visita à sede da CNN Brasil,13h45,14h40,São Paulo/SP,2020-11-25
Partida de São Paulo/SP para Brasília/DF,16h10,17h30,Aeroporto de Congonhas,2020-11-25
"Davi Alcolumbre, Presidente do Senado Federal",17h30,18h00,Base Aérea de Brasília,2020-11-25
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",09h30,10h00,Palácio do Planalto,2020-11-26
"Bento Albuquerque, Ministro de Estado de Minas e Energia",10h00,11h00,Palácio do Planalto,2020-11-26
"José Levi Mello do Amaral Júnior, Advogado-Geral da União",11h00,11h15,Palácio do Planalto,2020-11-26
"Fernando Azevedo, Ministro de Estado da Defesa",11h30,12h10,Palácio do Planalto,2020-11-26
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",14h00,15h10,Palácio do Planalto,2020-11-26
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h10,15h30,Palácio do Planalto,2020-11-26
Lançamento dos Programas CODEX e SUPER BR e 8º Revogaço,16h00,17h00,Palácio do Planalto,2020-11-26
Partida de Brasília/DF para Guaratinguetá/SP,08h30,10h00,Base Aérea de Brasília,2020-11-27
Solenidade de Promoção à Graduação de Sargento da Escola de Especialistas de Aeronáutica,10h30,11h30,Guaratinguetá/SP,2020-11-27
Partida de Guaratinguetá/SP para Brasília/DF,13h00,14h30,Aeroporto Edu Chaves,2020-11-27
"Rogério Marinho, Ministro de Estado do Desenvolvimento Regional",15h10,15h30,Palácio do Planalto,2020-11-27
"Marcos Pontes, Ministro de Estado da Ciência, Tecnologia e Inovações",15h30,15h55,Palácio do Planalto,2020-11-27
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",15h55,16h10,Palácio do Planalto,2020-11-27
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",16h10,17h00,Palácio do Planalto,2020-11-27
"Ernesto Araújo, Ministro de Estado das Relações Exteriores",17h15,17h50,Palácio do Planalto,2020-11-27
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",17h50,18h00,Palácio do Planalto,2020-11-27
"Alberto Fernández, Presidente da Argentina (videoconferência)",11h20,12h20,Palácio da Alvorada,2020-11-30
Partida de Brasília/DF para Foz do Iguaçu/PR,07h30,09h20,Base Aérea de Brasília,2020-12-01
Visita com o Presidente da República do Paraguai às obras da Ponte da Integração Brasil-Paraguai,10h40,11h00,Foz do Iguaçu/PR,2020-12-01
Reunião ampliada de trabalho com o Presidente da República do Paraguai,11h40,12h15,Foz do Iguaçu/PR,2020-12-01
Partida de Foz do Iguaçu/PR para Brasília/DF,13h50,15h40,Aeroporto Internacional de Foz do Iguaçu/Cataratas,2020-12-01
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h45,16h00,Base Aérea de Brasília,2020-12-01
14ª Reunião do Conselho do Programa de Parcerias de Investimentos (CPPI),10h00,11h00,Brasília/DF,2020-12-02
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Ricardo Barros (PP/PR), Líder do Governo na Câmara dos Deputados",11h15,11h45,Palácio do Planalto,2020-12-02
"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",14h00,14h30,Palácio do Planalto,2020-12-02
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Sergio Meneguelli, Prefeito do município de Colatina/ES",15h00,15h55,Palácio do Planalto,2020-12-02
"Deputado Gutemberg Reis (MDB/RJ); Washington Reis, Prefeito do município de Duque de Caxias/RJ; e Deputado Estadual Rosenverg Reis (MDB/RJ)",16h20,16h50,Palácio do Planalto,2020-12-02
"Marcelo Augusto Xavier da Silva, Presidente da Fundação Nacional do Índio - Funai",17h05,17h35,Palácio do Planalto,2020-12-02
"Cerimônia de Abertura do ""4º Fórum Nacional de Controle"" (videoconferência)",09h00,10h00,Palácio do Planalto,2020-12-03
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",10h00,10h35,Palácio do Planalto,2020-12-03
"Damares Alves, Ministra de Estado da Mulher, da Família e dos Direitos Humanos",10h35,11h10,Palácio do Planalto,2020-12-03
Senador Carlos Fávaro (PSD/MT),11h10,11h40,Palácio do Planalto,2020-12-03
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h00,15h15,Palácio do Planalto,2020-12-03
"João Augusto Ribeiro Nardes, Ministro do Tribunal de Contas da União",15h15,15h45,Palácio do Planalto,2020-12-03
"Marcos Pontes, Ministro de Estado da Ciência, Tecnologia e Inovações",15h45,16h15,Palácio do Planalto,2020-12-03
Comemoração do Dia Internacional da Pessoa com Deficiência e do Dia Internacional do Voluntário,16h30,18h15,Palácio do Planalto,2020-12-03
Partida de Brasília/DF para Pirassununga/SP,08h30,09h30,Base Aérea de Brasília,2020-12-04
Solenidade de Declaração dos novos Aspirantes da Aeronáutica,10h00,11h30,Pirassununga/SP,2020-12-04
Partida de Pirassununga/SP para Salvador/BA,12h00,14h00,Pirassununga/SP,2020-12-04
113ª e 114ª Assembleias Gerais Ordinárias da Convenção Estadual das Assembleias de Deus da Bahia - CEADEB,15h00,16h00,Salvador/BA,2020-12-04
Partida de Salvador/BA para Resende/RJ,17h00,19h50,Base Aérea de Salvador,2020-12-04
Solenidade de Restituição de Espadins e de Declaração de Aspirantes da AMAN,11h00,12h00,Resende/RJ,2020-12-05
Partida de Resende/RJ para Brasília/DF,13h45,16h20,Resende/RJ,2020-12-05
"Marcelo Álvaro Antônio, Ministro de Estado do Turismo",09h25,09h55,Palácio do Planalto,2020-12-07
"Cláudio Drewes José de Siqueira, Procurador-Chefe da Procuradoria da República no Distrito Federal",10h00,10h20,Palácio do Planalto,2020-12-07
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Senador Eduardo Gomes (MDB/TO), Vice-Líder do Governo no Senado Federal",10h30,11h00,Palácio do Planalto,2020-12-07
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",11h00,11h25,Palácio do Planalto,2020-12-07
"Paulo Guedes, Ministro de Estado da Economia",14h00,15h00,Palácio do Planalto,2020-12-07
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h00,16h10,Palácio do Planalto,2020-12-07
"Fernando Azevedo, Ministro de Estado da Defesa; Fábio Faria, Ministro de Estado das Comunicações; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência",16h10,17h00,Palácio do Planalto,2020-12-07
Exposição dos trajes usados na Posse Presidencial de 2019,17h00,17h30,Palácio do Planalto,2020-12-07
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Eduardo Pazuello, Ministro de Estado da Saúde; e Fábio Faria, Ministro de Estado das Comunicações",17h30,18h00,Palácio do Planalto,2020-12-07
"Paulo Guedes, Ministro de Estado da Economia",09h30,10h30,Palácio do Planalto,2020-12-08
"Onyx Lorenzoni, Ministro de Estado da Cidadania",10h30,11h35,Palácio do Planalto,2020-12-08
Deputado Reinhold Stephanes Junior (PSD/PR),11h35,12h10,Palácio do Planalto,2020-12-08
"Milton Ribeiro, Ministro de Estado da Educação",14h15,14h45,Palácio do Planalto,2020-12-08
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h15,15h30,Palácio do Planalto,2020-12-08
"Senador Rodrigo Pacheco (DEM/MG), Líder do Democratas no Senador Federal; e Deputado Diego Andrade (PSD/MG), Líder do PSD na Câmara dos Deputados",15h50,16h30,Palácio do Planalto,2020-12-08
"Lançamento do Programa ""SAÚDE COM AGENTE""",16h30,17h25,Palácio do Planalto,2020-12-08
"Fernando Azevedo, Ministro de Estado da Defesa",17h25,18h35,Palácio do Planalto,2020-12-08
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",18h05,18h15,Palácio do Planalto,2020-12-08
"Davi Alcolumbre, Presidente do Senado Federal",18h20,18h30,Palácio do Planalto,2020-12-08
Visita ao Curso de Gestão Integrada em Inteligência 2020,08h00,08h30,Brasília/DF,2020-12-09
"Abertura do ""Fórum: O Controle no Combate à Corrupção 2020""",10h00,10h30,Palácio do Planalto,2020-12-09
"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",11h15,11h40,Palácio do Planalto,2020-12-09
"Fernando Azevedo, Ministro de Estado da Defesa; Almirante de Esquadra Ilques Barbosa Júnior, Comandante da Marinha; General de Exército Edson Leal Pujol, Comandante do Exército; e Tenente-Brigadeiro do Ar Antonio Carlos Moretti Bermudez, Comandante da Aeronáutica",12h30,14h00,Brasília/DF,2020-12-09
Reunião do Conselho de Estratégia Comercial da Câmara de Comércio Exterior – CAMEX,15h30,16h30,Palácio do Planalto,2020-12-09
Lançamento da Estratégia Nacional de Fortalecimento dos Vínculos Familiares,16h30,17h30,Palácio do Planalto,2020-12-09
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",17h30,18h00,Palácio do Planalto,2020-12-09
Partida de Brasília/DF para Porto Alegre/RS,07h15,09h30,Base Aérea de Brasília,2020-12-10
Cerimônia de Inauguração do eixo principal da Nova Ponte do Guaíba,10h30,11h20,Barra do Ribeiro/RS,2020-12-10
Visita alusiva à liberação de 27km de trecho duplicado da BR-116,12h30,13h10,Barra do Ribeiro/RS,2020-12-10
Partida de Porto Alegre/RS para Brasília/DF,14h15,16h30,Aeroporto Salgado Filho,2020-12-10
Cerimônia do Dia do Marinheiro - PROSUB 2020,10h00,11h00,Itaguaí/RJ,2020-12-11
"Visita ao USS ""Vermont""",11h20,11h30,Itaguaí/RJ,2020-12-11
Cerimônia de Declaração de Guardas-Marinha de 2020 e Entrega de Espadas da Turma Capitão-Mor Jerônimo de Albuquerque,10h00,11h30,Rio de Janeiro/RJ,2020-12-12
Partida do Rio de Janeiro/RJ para Brasília/DF,12h40,14h00,Aeroporto Santos Dumont,2020-12-12
Solenidade de Encerramento dos Cursos de Formação Profissional para os cargos de Delegado de Polícia Federal e Perito Criminal Federal,09h00,09h50,Brasília/DF,2020-12-14
"José Levi Mello de Amaral, Advogado-Geral da União; e Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",11h30,12h10,Palácio do Planalto,2020-12-14
"Paulo Guedes, Ministro de Estado da Economia",14h05,14h50,Palácio do Planalto,2020-12-14
"Paulo Guedes, Ministro de Estado da Economia; e José Levi Mello de Amaral, Advogado-Geral da União",14h50,15h05,Palácio do Planalto,2020-12-14
Deputado Luiz Nishimori (PL/PR),15h05,15h20,Palácio do Planalto,2020-12-14
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h20,15h40,Palácio do Planalto,2020-12-14
"Renato Casagrande, Govenador do estado do Espírito Santo",16h00,16h30,Palácio do Planalto,2020-12-14
"Telson Luís Cavalcante Ferreira, Presidente do Colégio Permanente de Juristas da Justiça Eleitoral – COPEJE",17h10,17h40,Palácio do Planalto,2020-12-14
"Deputado Giovani Cherini (PL/RS), Vice-Líder do Governo na Câmara dos Deputados",17h40,18h10,Palácio do Planalto,2020-12-14
"Jorge Seif, Secretário de Aquicultura e Pesca do Ministério da Agricultura",19h00,19h25,Palácio do Planalto,2020-12-14
"Eduardo Paes, Prefeito Eleito do município do Rio de Janeiro",10h30,11h00,Palácio do Planalto,2020-12-15
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Geninho Zuliani (DEM/SP)",11h00,11h20,Palácio do Planalto,2020-12-15
Partida de Brasília/DF para São Paulo/SP,12h45,14h05,Base Aérea de Brasília,2020-12-15
Visita técnica à torre do relógio da Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP,15h10,15h30,São Paulo/SP,2020-12-15
Pronunciamento na passarela do pavilhão Mercado Livre Produtor,15h45,16h50,São Paulo/SP,2020-12-15
Lançamento de selo alusivo ao aniversário de 90 anos do comunicador Silvio Santos,18h30,18h50,São Paulo/SP,2020-12-15
"Jantar oferecido pelo Presidente da Federação das Indústrias do Estado de São Paulo (FIESP), Paulo Skaf",19h30,21h00,São Paulo/SP,2020-12-15
Partida de São Paulo/SP para Brasília/DF,21h45,23h05,Aeroporto de Congonhas,2020-12-15
Lançamento do Plano Nacional de Operacionalização da Vacinação Contra a Covid-19,10h15,11h10,Palácio do Planalto,2020-12-16
"Ernesto Araújo, Ministro de Estado das Relações Exteriores",11h10,11h20,Palácio do Planalto,2020-12-16
LVII Cúpula de Chefes de Estado do MERCOSUL e Estados Associados (videoconferência),11h20,12h40,Palácio do Planalto,2020-12-16
"Hamilton Mourão, Vice-Presidente da República",14h30,15h05,Palácio do Planalto,2020-12-16
"Pedro Cesar Nunes Ferreira Marques de Sousa, Subchefe para Assuntos Jurídicos da Secretaria-Geral da Presidência da República",15h05,15h45,Palácio do Planalto,2020-12-16
Solenidade de Ação de Graças,16h00,17h30,Palácio do Planalto,2020-12-16
"Jantar em celebração do Lançamento Oficial na América do Sul da ""Declaração do Reino do Bahrein""",19h15,19h30,Brasília/DF,2020-12-16
"Cerimônia de Posse do senhor Gilson Machado, Ministro de Estado do Turismo",10h00,10h30,Palácio do Planalto,2020-12-17
Partida de Brasília/DF para Jacinto/MG,11h45,14h00,Base Aérea de Brasília,2020-12-17
Solenidade de Lançamento da Pedra Fundamental para Implantação e Pavimentação da BR-367,14h30,15h10,Jacinto/MG,2020-12-17
Partida de Jacinto/MG para Porto Seguro/BA,15h35,16h05,Jacinto/MG,2020-12-17
Cerimônia de assinatura de atos de apoio ao setor produtivo,16h20,16h40,Aeroporto Internacional de Porto Seguro,2020-12-17
Partida de Porto Seguro/BA para Brasília/DF,18h45,20h10,Aeroporto Internacional de Porto Seguro,2020-12-17
Partida de Brasília/DF para o Rio de Janeiro/RJ,08h00,09h20,Ala 1 - Base Aérea de Brasília,2020-12-18
Solenidade de Conclusão do Curso de Formação de Soldados da Polícia Militar do Rio de Janeiro,10h00,11h00,Rio de Janeiro/RJ,2020-12-18
Partida do Rio de Janeiro/RJ para Brasília/DF,12h40,14h00,Base Aérea dos Afonsos,2020-12-18
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; Wagner Rosário, Ministro de Estado da Controladoria-Geral da União; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Tenente-Brigadeiro do Ar Antonio Carlos Moretti Bermudez, Comandante da Aeronáutica",17h00,18h10,Palácio da Alvorada,2020-12-18
"Wagner Rosário, Ministro de Estado da Controladoria-Geral da União",18h10,18h35,Palácio da Alvorada,2020-12-18
"Luiz Fux, Presidente do Supremo Tribunal Federal",19h07,19h50,Palácio da Alvorada,2020-12-23
"Fábio Faria, Ministro de Estado das Comunicações",09h25,10h00,Palácio do Planalto,2021-01-05
"Fernando Azevedo, Ministro de Estado da Defesa",10h00,11h00,Palácio do Planalto,2021-01-05
"Braga Netto, Ministro-Chefe da Casa Civil da Presidência da República",11h00,11h25,Palácio do Planalto,2021-01-05
"Pedro Guimarães, Presidente da CAIXA",14h30,15h10,Palácio do Planalto,2021-01-05
"Pedro Cesar Nunes Ferreira Marques de Sousa, Ministro-Chefe da Secretaria-Geral da Presidência da República interino",15h10,15h45,Palácio do Planalto,2021-01-05
Visita técnica ao Ministério da Saúde,16h00,17h40,Brasília/DF,2021-01-05
Reunião com ministros,08h00,09h45,Palácio do Planalto,2021-01-06
"Pedro Cesar Nunes Ferreira Marques de Sousa, Ministro-Chefe da Secretaria-Geral da Presidência da República interino; e Célio Faria Júnior, Chefe do Gabinete Pessoal do Presidente da República",09h50,10h20,Palácio do Planalto,2021-01-06
"Pedro Cesar Nunes Ferreira Marques de Sousa, Ministro-Chefe da Secretaria-Geral da Presidência da República interino",14h40,15h05,Palácio do Planalto,2021-01-06
"Onyx Lorenzoni, Ministro de Estado da Cidadania",09h00,09h35,Palácio do Planalto,2021-01-07
